name,country,alpha_two_code,domains,web_pages,domain_count,top_level_domain,continent
Mozyr State Pedagogical Institute,Belarus,BY,['mgpu.gomel.by'],['https://mspu.by/index.php/'],1,by,
Minsk Institute of Management,Belarus,BY,['miu.by'],['http://www.miu.by/'],1,by,
Minsk State Linguistic University,Belarus,BY,['mslu.by'],['https://mslu.by/'],1,by,
Mogilev State University A.A. Kuleshov,Belarus,BY,['msu.mogilev.by'],['https://msu.by/'],1,by,
Academy of Public Administration of Belarus,Belarus,BY,['pac.by'],['https://www.pac.by/'],1,by,
Polotsk State University,Belarus,BY,['psu.by'],['http://www.psu.by/'],1,by,
Grodno State Agrarian University,Belarus,BY,['uni-agro.grodno.by'],['https://inter.ggau.by/'],1,by,
Vitebsk State Medical University,Belarus,BY,['vgmu.vitebsk.by'],['https://www.vsmu.by/'],1,by,
Vitebsk State Academy of Veterinary Medicine,Belarus,BY,['vsavm.com'],['https://www.vsavm.by/'],1,com,
Vitebsk State Technological University,Belarus,BY,['vstu.vitebsk.by'],['https://vstu.by/'],1,by,
Vitebsk State University,Belarus,BY,['vsu.by'],['https://vsu.by/'],1,by,
Brexgata University Academy,Belgium,BE,['brexgata.eu'],['http://www.brexgata.eu/'],1,eu,
European Carolus Magnus University,Belgium,BE,['carolus-magnus-university.eu'],['http://www.carolus-magnus-university.eu/'],1,eu,
College of Europe,Belgium,BE,['coleurope.eu'],['http://www.coleurope.eu/'],1,eu,
Continental Theological Seminary,Belgium,BE,['ctsem.edu'],['http://www.ctsem.edu/'],1,edu,
ECAM - Institut Supérieur Industriel,Belgium,BE,['ecam.be'],['http://www.ecam.be/'],1,be,
Erasmushogeschool Brussel,Belgium,BE,['ehb.be'],['http://www.ehb.be/'],1,be,
EHSAL - Europese Hogeschool Brussel,Belgium,BE,['ehsal.be'],['http://www.ehsal.be/'],1,be,
"Evangelische Theologische Faculteit, Leuven",Belgium,BE,['etf.edu'],['http://www.etf.edu/'],1,edu,
European International University,Belgium,BE,['europeaniu.org'],['http://www.europeaniu.org/'],1,org,
Faculté Polytechnique de Mons,Belgium,BE,['fpms.ac.be'],['http://www.fpms.ac.be/'],1,be,
Faculté Universitaire des Sciences Agronomiques de Gembloux,Belgium,BE,['fsagx.ac.be'],['http://www.fsagx.ac.be/'],1,be,
Facultés Universitaires Catholiques de Mons,Belgium,BE,['fucam.ac.be'],['http://www.fucam.ac.be/'],1,be,
Fondation Universitaire Luxembourgeoise,Belgium,BE,['ful.ac.be'],['http://www.ful.ac.be/'],1,be,
Facultés Universitaires Notre-Dame de la Paix,Belgium,BE,['fundp.ac.be'],['http://www.fundp.ac.be/'],1,be,
Facultés Universitaires Saint-Louis,Belgium,BE,['fusl.ac.be'],['http://www.fusl.ac.be/'],1,be,
Hogeschool Antwerpen,Belgium,BE,['ha.be'],['http://www.ha.be/'],1,be,
Hogeschool West-Vlaanderen (TU),Belgium,BE,['howest.be'],['http://www.howest.be/'],1,be,
Hogere Zeevaartschool - Maritime Academy,Belgium,BE,['hzs.be'],['http://www.hzs.be/'],1,be,
Brussels Management School (ICHEC),Belgium,BE,['ichec.be'],['http://www.ichec.be/'],1,be,
Karel De Grote Hogeschool,Belgium,BE,['kdg.be'],['http://www.kdg.be/'],1,be,
Katholieke Hogeschool Kempen,Belgium,BE,['khk.be'],['http://www.khk.be/'],1,be,
Katholieke Hogeschool Leuven,Belgium,BE,['khleuven.be'],['http://www.khleuven.be/'],1,be,
Katholieke Hogeschool Limburg,Belgium,BE,['khlim.be'],['http://www.khlim.be/'],1,be,
Katholieke Universiteit Brussel,Belgium,BE,['kubrussel.ac.be'],['http://www.kubrussel.ac.be/'],1,be,
"Katholieke Universiteit Leuven, Campus Kortrijk",Belgium,BE,['kulak.kuleuven.be'],['https://kulak.kuleuven.be/'],1,be,
Katholieke Universiteit Leuven,Belgium,BE,['kuleuven.be'],"['https://www.kuleuven.be/kuleuven/', 'https://www.kuleuven.be/english/kuleuven/']",1,be,
Royal Military Academy,Belgium,BE,['rma.ac.be'],['http://www.rma.ac.be/'],1,be,
Universiteit Gent,Belgium,BE,"['ugent.be', 'rug.ac.be']","['https://www.ugent.be/', 'http://www.rug.ac.be/']",2,be,
Thierry Graduate School of Leadership,Belgium,BE,['thierryschool.org'],['http://www.thierryschool.org/'],1,org,
Universiteit Antwerpen,Belgium,BE,"['ua.ac.be', 'uantwerpen.be']",['http://www.ua.ac.be/'],2,be,
Universiteit Antwerpen Management School,Belgium,BE,['uams.be'],['http://www.uams.be/'],1,be,
United Business Institute,Belgium,BE,['ubi.edu'],['http://www.ubi.edu/'],1,edu,
Université Catholique de Louvain,Belgium,BE,['ucl.ac.be'],['http://www.ucl.ac.be/'],1,be,
"Universiteit Antwerpen, UFSIA",Belgium,BE,['ufsia.ac.be'],['http://www.ufsia.ac.be/'],1,be,
Hasselt University,Belgium,BE,['uhasselt.be'],['http://www.uhasselt.be/'],1,be,
Université Libre de Bruxelles,Belgium,BE,"['ulb.be', 'ulb.ac.be']",['https://www.ulb.be/'],2,be,
Université de Mons-Hainaut,Belgium,BE,['umh.ac.be'],['http://www.umh.ac.be/'],1,be,
Vesalius College,Belgium,BE,['vesalius.edu'],['http://www.vesalius.edu/'],1,edu,
"Hogeschool voor Wetenschap en Kunst (VLEKHO), Brussel",Belgium,BE,['vlekho.be'],['http://www.vlekho.be/'],1,be,
Vlerick Leuven Gent Management School,Belgium,BE,['vlerick.be'],['http://www.vlerick.be/'],1,be,
Vrije Universiteit Brussel,Belgium,BE,"['vub.ac.be', 'vub.be']",['http://www.vub.ac.be/'],2,be,
Hogeschool voor Wetenschap & Kunst,Belgium,BE,['wenk.be'],['http://www.wenk.be/'],1,be,
University College Odisee,Belgium,BE,['odisee.be'],['https://www.odisee.be/'],1,be,
Hogeschool Gent,Belgium,BE,['hogent.be'],['https://www.hogent.be/'],1,be,
Thomas More Hogeschool,Belgium,BE,['thomasmore.be'],['https://www.thomasmore.be/'],1,be,
"American University of the Caribbean, School of Medicine",Belize,BZ,['aucmed.edu'],['http://www.aucmed.edu/'],1,edu,
Central America Health Sciences University (Belize Medical College),Belize,BZ,['cahsu.edu'],['http://www.cahsu.edu/'],1,edu,
Greenford International University,Belize,BZ,['giuedu.bz'],['http://www.giuedu.bz/'],1,bz,
University of Belize,Belize,BZ,['ub.edu.bz'],['http://www.ub.edu.bz/'],1,bz,
West Coast University (WCU),Belize,BZ,['westcoastuniversity.bz'],['http://www.westcoastuniversity.bz/'],1,bz,
Espam Formation University,Benin,BJ,['espam-formationuc.org'],['http://www.espam-formationuc.org/'],1,org,
Houdegbe North American University Benin,Benin,BJ,['hnaubenin.org'],['http://www.hnaubenin.org/'],1,org,
Université d'Abomey-Calavi (UAC),Benin,BJ,['uac.bj'],['http://www.uac.bj/'],1,bj,
Bermuda College,Bermuda,BM,['bercol.bm'],['http://www.bercol.bm/'],1,bm,
Royal University of Bhutan,Bhutan,BT,['rub.edu.bt'],['http://www.rub.edu.bt/'],1,bt,
Escuela Militar de Ingeniería,"Bolivia, Plurinational State of",BO,['emi.edu.bo'],['http://www.emi.edu.bo/'],1,bo,
Universidad NUR,"Bolivia, Plurinational State of",BO,['nur.edu'],['http://www.nur.edu/'],1,edu,
Universidad Adventista de Bolivia,"Bolivia, Plurinational State of",BO,['uab.edu.bo'],['http://www.uab.edu.bo/'],1,bo,
"Universidad Autónoma del Beni ""José Ballivián""","Bolivia, Plurinational State of",BO,['uabjb.edu.bo'],['http://www.uabjb.edu.bo/'],1,bo,
Universidad Autónoma Gabriel René Moreno,"Bolivia, Plurinational State of",BO,['uagrm.edu.bo'],['http://www.uagrm.edu.bo/'],1,bo,
Universidad Juan Misael Saracho,"Bolivia, Plurinational State of",BO,['uajms.edu.bo'],['http://www.uajms.edu.bo/'],1,bo,
Universidad Amazonica de Pando,"Bolivia, Plurinational State of",BO,['uapnet.edu.bo'],['http://www.uapnet.edu.bo/'],1,bo,
Universidad Andina Simón Bolivar,"Bolivia, Plurinational State of",BO,['uasb.edu.bo'],['http://www.uasb.edu.bo/'],1,bo,
Universidad Autónoma Tomás Frías,"Bolivia, Plurinational State of",BO,['uatf.edu.bo'],['http://www.uatf.edu.bo/'],1,bo,
"Universidad Católica Boliviana, Cochabamba","Bolivia, Plurinational State of",BO,['ucbcba.edu.bo'],['http://www.ucbcba.edu.bo/'],1,bo,
"Universidad Católica Boliviana, La Paz","Bolivia, Plurinational State of",BO,['ucb.edu.bo'],['http://www.ucb.edu.bo/'],1,bo,
"Universidad Católica Boliviana, Santa Cruz","Bolivia, Plurinational State of",BO,['ucbscz.edu.bo'],['http://www.ucbscz.edu.bo/'],1,bo,
"Universidad Católica Boliviana, Tarija","Bolivia, Plurinational State of",BO,['ucbtja.edu.bo'],['http://www.ucbtja.edu.bo/'],1,bo,
Universidad de Aquino Bolivia,"Bolivia, Plurinational State of",BO,['udabol.edu.bo'],['http://www.udabol.edu.bo/'],1,bo,
Universidad Los Andes,"Bolivia, Plurinational State of",BO,['udelosandes.edu.bo'],['http://www.udelosandes.edu.bo/'],1,bo,
Universidad Mayor de San Andrés,"Bolivia, Plurinational State of",BO,['umsanet.edu.bo'],['http://www.umsanet.edu.bo/'],1,bo,
Universidad Mayor de San Simón,"Bolivia, Plurinational State of",BO,['umss.edu.bo'],['http://www.umss.edu.bo/'],1,bo,
Universidad Central,"Bolivia, Plurinational State of",BO,['unicen.edu.bo'],['http://www.unicen.edu.bo/'],1,bo,
Universidad Privada Franz Tamayo (UNIFRANZ),"Bolivia, Plurinational State of",BO,['unifranz.edu.bo'],['http://www.unifranz.edu.bo/'],1,bo,
Universidad Empresarial Mateo Kuljis,"Bolivia, Plurinational State of",BO,['unikuljis.edu.bo'],['http://www.unikuljis.edu.bo/'],1,bo,
Universidad Privada del Valle,"Bolivia, Plurinational State of",BO,['univalle.edu'],['http://www.univalle.edu/'],1,edu,
Universidad Nuestra Senora de La Paz,"Bolivia, Plurinational State of",BO,['unslp.edu.bo'],['http://www.unslp.edu.bo/'],1,bo,
Universidad Nacional Siglo XX Llallagua,"Bolivia, Plurinational State of",BO,['unsxx.edu.bo'],['http://www.unsxx.edu.bo/'],1,bo,
Universidad Privada Abierta Latinoamericana,"Bolivia, Plurinational State of",BO,['upal.edu'],['http://www.upal.edu/'],1,edu,
Universidad Privada Boliviana,"Bolivia, Plurinational State of",BO,['upb.edu'],['http://www.upb.edu/'],1,edu,
Universidad Domingo Savio,"Bolivia, Plurinational State of",BO,['upds.edu.bo'],['http://www.upds.edu.bo/'],1,bo,
Universidad Privada de Santa Cruz de la Sierra,"Bolivia, Plurinational State of",BO,['upsa.edu.bo'],['http://www.upsa.edu.bo/'],1,bo,
Universidad Salesiana de Bolivia,"Bolivia, Plurinational State of",BO,['usalesiana.edu.bo'],['http://www.usalesiana.edu.bo/'],1,bo,
Universidad San Francisco Xavier de Chuquisaca,"Bolivia, Plurinational State of",BO,['usfx.edu.bo'],['http://www.usfx.edu.bo/'],1,bo,
Universidad San Francisco Xavier,"Bolivia, Plurinational State of",BO,['usfx.info'],['http://www.usfx.info/'],1,info,
Universidad Técnica de Oruro,"Bolivia, Plurinational State of",BO,['uto.edu.bo'],['http://www.uto.edu.bo/'],1,bo,
American University,Bosnia and Herzegovina,BA,['aubih.ba'],['http://www.aubih.ba/'],1,ba,
International Burch University,Bosnia and Herzegovina,BA,['ibu.edu.ba'],['http://www.ibu.edu.ba/'],1,ba,
International University of Sarajevo,Bosnia and Herzegovina,BA,['ius.edu.ba'],['http://www.ius.edu.ba/'],1,ba,
International University of Travnik,Bosnia and Herzegovina,BA,['iu-travnik.com'],['http://www.iu-travnik.com/'],1,com,
Sarajevo Film Academy,Bosnia and Herzegovina,BA,['sfa.ba'],['http://www.sfa.ba/'],1,ba,
Slobomir P Univerzitet,Bosnia and Herzegovina,BA,['spu.ba'],['http://www.spu.ba/'],1,ba,
University of Mostar,Bosnia and Herzegovina,BA,['sve-mo.ba'],['http://www.sve-mo.ba/'],1,ba,
University of Bihac,Bosnia and Herzegovina,BA,['unbi.ba'],['http://www.unbi.ba/'],1,ba,
University of Banja Luka,Bosnia and Herzegovina,BA,['unibl.org'],['http://www.unibl.org/'],1,org,
"Univerzitet u Mostaru ""Dzemal Bijedic""",Bosnia and Herzegovina,BA,['unmo.ba'],['http://www.unmo.ba/'],1,ba,
University of Sarajevo,Bosnia and Herzegovina,BA,['unsa.ba'],['http://www.unsa.ba/'],1,ba,
University of East Srarajevo,Bosnia and Herzegovina,BA,['unssa.rs.ba'],['http://www.unssa.rs.ba/'],1,ba,
University of Tuzla,Bosnia and Herzegovina,BA,['untz.ba'],['http://www.untz.ba/'],1,ba,
University Vitez In Travnik,Bosnia and Herzegovina,BA,['unvi.edu.ba'],['http://www.unvi.edu.ba/'],1,ba,
University of Zenica,Bosnia and Herzegovina,BA,['unze.ba'],['http://www.unze.ba/'],1,ba,
ABM University College,Botswana,BW,['abm.ac.bw'],['http://www.abm.ac.bw/'],1,bw,
Botswana Accountancy College,Botswana,BW,['bac.ac.bw'],['http://www.bac.ac.bw/'],1,bw,
Botswana College of Agriculture,Botswana,BW,['bca.bw'],['http://www.bca.bw/'],1,bw,
Botswana International University of Science & Technology,Botswana,BW,['biust.ac.bw'],['http://www.biust.ac.bw/'],1,bw,
Botho University,Botswana,BW,['bothocollege.ac.bw'],['http://www.bothocollege.ac.bw/'],1,bw,
Gaborone Universal College of Law,Botswana,BW,['guc.co.bw'],['http://www.guc.co.bw/'],1,bw,
"New Era College of Arts, Science & Technology",Botswana,BW,['neweracollege.ac.bw'],['http://www.neweracollege.ac.bw/'],1,bw,
University of Botswana,Botswana,BW,['ub.bw'],['http://www.ub.bw/'],1,bw,
Centro Universitário Barao de Maua,Brazil,BR,['baraodemaua.br'],['http://www.baraodemaua.br/'],1,br,South America
Universidade Braz Cubas,Brazil,BR,['brazcubas.br'],['http://www.brazcubas.br/'],1,br,South America
Universidade Candido Mendes,Brazil,BR,['candidomendes.br'],['http://www.candidomendes.br/'],1,br,South America
Universidade Castelo Branco,Brazil,BR,['castelobranco.br'],['http://www.castelobranco.br/'],1,br,South America
Centro Universitário Claretiano,Brazil,BR,['claretiano.edu.br'],['http://www.claretiano.edu.br/'],1,br,South America
Centro Regional Universitário de Espiríto Santo do Pinhal,Brazil,BR,['creupi.br'],['http://www.creupi.br/'],1,br,South America
EMESCAM - Escola Superior de Ciências da Santa Casa de Misericórdia de Vitória,Brazil,BR,['emescam.br'],['http://www.emescam.br/'],1,br,South America
Universidade Federal de São Paulo,Brazil,BR,['epm.br'],['http://www.epm.br/'],1,br,South America
Universidade Estácio de Sá,Brazil,BR,['estacio.br'],['http://www.estacio.br/'],1,br,South America
FAAP - Fundação Armando Alvares Penteado,Brazil,BR,['faap.br'],['http://www.faap.br/'],1,br,South America
Faculdades Integradas Curitiba,Brazil,BR,['faculdadescuritiba.br'],['http://www.faculdadescuritiba.br/'],1,br,South America
FAE Business School - Faculdade de Administração e Economia,Brazil,BR,['fae.edu'],['http://www.fae.edu/'],1,edu,South America
Fundação Educacional de Ituverava,Brazil,BR,['feituverava.com.br'],['http://www.feituverava.com.br/'],1,br,South America
Faculdade Integradas do Ceará,Brazil,BR,['fic.br'],['http://www.fic.br/'],1,br,South America
Universidade do Amazonas,Brazil,BR,['fua.br'],['http://www.fua.br/'],1,br,South America
Universidade Regional de Blumenau,Brazil,BR,['furb.rct-sc.br'],['http://www.furb.rct-sc.br/'],1,br,South America
Universidade Federal do Rio Grande,Brazil,BR,['furg.br'],['http://www.furg.br/'],1,br,South America
Instituto Nacional de Matemática Pura e Aplicada - IMPA,Brazil,BR,['impa.br'],['http://www.impa.br/'],1,br,South America
Instituto Militar de Engenharia,Brazil,BR,['ime.eb.mil.br'],['http://www.ime.eb.mil.br'],1,br,South America
Instituto Tecnológico de Aeronáutica,Brazil,BR,['ita.br'],['http://www.ita.br/'],1,br,South America
Insper Instituto de Ensino e Pesquisa,Brazil,BR,['insper.edu.br'],['https://www.insper.edu.br'],1,br,South America
Faculdade Italo Brasileira,Brazil,BR,['italo.br'],['http://www.italo.br/'],1,br,South America
Universidade Mackenzie,Brazil,BR,['mackenzie.br'],['http://www.mackenzie.br/'],1,br,South America
Instituto Mauá de Tecnologia,Brazil,BR,['maua.br'],['http://www.maua.br/'],1,br,South America
Centro Universitário Newton Paiva,Brazil,BR,['newtonpaiva.br'],['http://www.newtonpaiva.br/'],1,br,South America
Universidade de Tocantins,Brazil,BR,['pop-to.rnp.br'],['http://www.pop-to.rnp.br/'],1,br,South America
Pontifícia Universidade Católica de Campinas,Brazil,BR,['puccamp.br'],['http://www.puccamp.br/'],1,br,South America
Pontifícia Universidade Católica de Minas Gerais,Brazil,BR,['pucminas.br'],['http://www.pucminas.br/'],1,br,South America
Pontificia Universidade Católica do Paraná,Brazil,BR,['pucpr.br'],['http://www.pucpr.br/'],1,br,South America
Pontifícia Universidade Católica do Rio de Janeiro,Brazil,BR,['puc-rio.br'],['http://www.puc-rio.br/'],1,br,South America
Pontifícia Universidade Católica do Rio Grande do Sul,Brazil,BR,['pucrs.br'],['http://www.pucrs.br/'],1,br,South America
Pontifícia Universidade Católica de São Paulo,Brazil,BR,['pucsp.br'],['http://www.pucsp.br/'],1,br,South America
Universidade São Judas Tadeu,Brazil,BR,['saojudas.br'],['http://www.saojudas.br/'],1,br,South America
Universidade São Marcos,Brazil,BR,['smarcos.br'],['http://www.smarcos.br/'],1,br,South America
Centro Universitário Senac,Brazil,BR,['sp.senac.br'],['http://www.sp.senac.br/'],1,br,South America
Universidade Santa Cecília dos Bandeirantes,Brazil,BR,['stcecilia.br'],['http://www.stcecilia.br/'],1,br,South America
Universidade Federal de Roraima,Brazil,BR,['technet.com.br'],['http://www.technet.com.br/vestibular/'],1,br,South America
Faculdades Integradas Toledo,Brazil,BR,['toledo.br'],['http://www.toledo.br/'],1,br,South America
Universidade Católica de Brasília,Brazil,BR,['ucb.br'],['http://www.ucb.br/'],1,br,South America
Universidade Católica de Goiás,Brazil,BR,['ucg.br'],['http://www.ucg.br/'],1,br,South America
Universidade Católica de Petrópolis,Brazil,BR,['ucp.br'],['http://www.ucp.br/'],1,br,South America
Universidade Católica de Pelotas,Brazil,BR,['ucpel.tche.br'],['http://www.ucpel.tche.br/'],1,br,South America
Universidade Católica de Salvador,Brazil,BR,"['ucsal.br', 'ucsal.edu.br']",['http://www.ucsal.br/'],2,br,South America
Universidade de Caxias do Sul,Brazil,BR,['ucs.tche.br'],['http://www.ucs.tche.br/'],1,br,South America
Universidade do Estado de Santa Catarina,Brazil,BR,['udesc.br'],['http://www.udesc.br/'],1,br,South America
Universidade Estadual do Ceará,Brazil,BR,['uece.br'],['http://www.uece.br/'],1,br,South America
Universidade Estadual de Feira de Santana,Brazil,BR,['uefs.br'],['http://www.uefs.br/'],1,br,South America
Universidade Estadual de Londrina,Brazil,BR,['uel.br'],['http://www.uel.br/'],1,br,South America
Universidade Estadual do Maranhão,Brazil,BR,['uema.br'],['http://www.uema.br/'],1,br,South America
Universidade Estadual de Maringá,Brazil,BR,['uem.br'],['http://www.uem.br/'],1,br,South America
Universidade Estadual do Norte Fluminense,Brazil,BR,['uenf.br'],['http://www.uenf.br/'],1,br,South America
Universidade Estadual da Paraíba,Brazil,BR,['uepb.edu.br'],['http://www.uepb.edu.br/'],1,br,South America
Universidade Estadual de Ponta Grossa,Brazil,BR,['uepg.br'],['http://www.uepg.br/'],1,br,South America
Universidade do Estado do Rio de Janeiro,Brazil,BR,['uerj.br'],['http://www.uerj.br/'],1,br,South America
Universidade do Estado do Rio Grande do Norte,Brazil,BR,['uern.br'],['http://www.uern.br/'],1,br,South America
Universidade Estadual Sudoeste da Bahia,Brazil,BR,['uesb.br'],['http://www.uesb.br/'],1,br,South America
Universidade Estadual de Santa Cruz,Brazil,BR,['uesc.br'],['http://www.uesc.br/'],1,br,South America
Universidade Estadual do Piauí,Brazil,BR,['uespi.br'],['http://www.uespi.br/'],1,br,South America
Universidade Federal do ABC,Brazil,BR,['ufabc.edu.br'],['http://www.ufabc.edu.br/'],1,br,South America
Universidade Federal do Acre,Brazil,BR,['ufac.br'],['http://www.ufac.br/'],1,br,South America
Universidade Federal de Alagoas,Brazil,BR,['ufal.br'],['http://www.ufal.br/'],1,br,South America
Universidade Federal da Bahia,Brazil,BR,['ufba.br'],['http://www.ufba.br/'],1,br,South America
Universidade Federal do Ceará,Brazil,BR,['ufc.br'],['http://www.ufc.br/'],1,br,South America
Universidade Federal de Campina Grande,Brazil,BR,['ufcg.edu.br'],['http://www.ufcg.edu.br/'],1,br,South America
Universidade Federal do Espírito Santo,Brazil,BR,['ufes.br'],['http://www.ufes.br/'],1,br,South America
Universidade Federal Fluminense,Brazil,BR,['uff.br'],['http://www.uff.br/'],1,br,South America
Universidade Federal de Goiás,Brazil,BR,['ufg.br'],['http://www.ufg.br/'],1,br,South America
Universidade Federal da Grande Dourados,Brazil,BR,['ufgd.edu.br'],['http://www.ufgd.edu.br/'],1,br,South America
Universidade Federal de Juiz de Fora,Brazil,BR,['ufjf.br'],['http://www.ufjf.br/'],1,br,South America
