name,country,alpha_two_code,domains,web_pages,domain_count,top_level_domain,continent
Gotland University College,Sweden,SE,['hgo.se'],['http://www.hgo.se/'],1,se,
Halmstad University College,Sweden,SE,['hh.se'],['http://www.hh.se/'],1,se,
Stockholm School of Economics,Sweden,SE,['hhs.se'],['http://www.hhs.se/'],1,se,
University College of Gävle,Sweden,SE,['hig.se'],['http://www.hig.se/'],1,se,
Kalmar University College,Sweden,SE,['hik.se'],['http://www.hik.se/'],1,se,
University College of Skövde,Sweden,SE,['his.se'],['http://www.his.se/'],1,se,
Jönköping University College,Sweden,SE,['hj.se'],['http://www.hj.se/'],1,se,
University College of Kristianstad,Sweden,SE,['hkr.se'],['http://www.hkr.se/'],1,se,
University College of Trollhättan/Uddevalla,Sweden,SE,['htu.se'],['http://www.htu.se/'],1,se,
Karlstad University,Sweden,SE,['kau.se'],['http://www.kau.se/'],1,se,
Karolinska Institute Stockholm,Sweden,SE,['ki.se'],['http://www.ki.se/'],1,se,
"University College of Arts, Crafts and Design",Sweden,SE,['konstfack.se'],['http://www.konstfack.se/'],1,se,
KTH Royal Institute of Technology,Sweden,SE,['kth.se'],['http://www.kth.se/'],1,se,
Stockholm Institute of Education,Sweden,SE,['lhs.se'],['http://www.lhs.se/'],1,se,
Linköping University,Sweden,SE,['liu.se'],['http://www.liu.se/'],1,se,
Lund University,Sweden,SE,['lu.se'],['http://www.lu.se/'],1,se,
Lulea University of Technology,Sweden,SE,['luth.se'],['http://www.luth.se/'],1,se,
Malmö University College,Sweden,SE,['mah.se'],['http://www.mah.se/'],1,se,
Mälardalen University,Sweden,SE,['mdh.se'],['http://www.mdh.se/'],1,se,
Mid-Sweden University,Sweden,SE,['miun.se'],['http://www.miun.se/'],1,se,
Nordic School of Public Health,Sweden,SE,['nhv.se'],['http://www.nhv.se/'],1,se,
Örebro University,Sweden,SE,['oru.se'],['http://www.oru.se/'],1,se,
Södertörn University College,Sweden,SE,['sh.se'],['http://www.sh.se/'],1,se,
Swedish University of Agricultural Sciences,Sweden,SE,['slu.se'],['http://www.slu.se/'],1,se,
Free University Stockholm,Sweden,SE,['stockholm-fu.com'],['http://www.stockholm-fu.com/'],1,com,
Stockholm University,Sweden,SE,['su.se'],['http://www.su.se/'],1,se,
Umea University,Sweden,SE,['umu.se'],['http://www.umu.se/'],1,se,
Uppsala University,Sweden,SE,['uu.se'],['http://www.uu.se/'],1,se,
Växjö University,Sweden,SE,['vxu.se'],['http://www.vxu.se/'],1,se,
World Maritime University,Sweden,SE,['wmu.se'],['http://www.wmu.se/'],1,se,
"Schiller International University, American College of Switzerland",Switzerland,CH,['american-college.com'],['http://www.american-college.com/'],1,com,
Business and Hotel Management School,Switzerland,CH,['bhms.ch'],['http://www.bhms.ch/'],1,ch,
Business School Lausanne (BSL),Switzerland,CH,['bsl-lausanne.ch'],['http://www.bsl-lausanne.ch/'],1,ch,
Cubidor University Switzerland,Switzerland,CH,['cubidor.com'],['http://www.cubidor.com/'],1,com,
DCT International Hotel & Business Management School,Switzerland,CH,['dct.ch'],['http://www.dct.ch/'],1,ch,
"European Graduate School, Media & Communications",Switzerland,CH,['egs.edu'],['http://www.egs.edu/'],1,edu,
Lausanne Hotel School (EHL),Switzerland,CH,['ehl.ch'],['http://www.ehl.ch/'],1,ch,
European University,Switzerland,CH,['euruni.edu'],['http://www.euruni.edu/'],1,edu,
Franklin College Switzerland,Switzerland,CH,['fc.edu'],['http://www.fc.edu/'],1,edu,
University of Applied Sciences Aargau,Switzerland,CH,['fh-aargau.ch'],['http://www.fh-aargau.ch/'],1,ch,
University of Applied Sciences Basel (FHBB ),Switzerland,CH,['fhbb.ch'],['http://www.fhbb.ch/'],1,ch,
University of Applied Sciences Chur,Switzerland,CH,['fh-htachur.ch'],['http://www.fh-htachur.ch/'],1,ch,
University of Applied Sciences Solothurn Northwestern Switzerland,Switzerland,CH,['fhso.ch'],['http://www.fhso.ch/'],1,ch,
Geneva Business School,Switzerland,CH,['gbs-ge.ch'],['http://www.gbs-ge.ch/'],1,ch,
Glion Institute of Higher Education,Switzerland,CH,['glion.edu'],['http://www.glion.edu/'],1,edu,
Graduate School of Business Administration Zurich (GSBA Zurich),Switzerland,CH,['gsba.ch'],['http://www.gsba.ch/'],1,ch,
Hochschule für Gestaltung und Kunst Zürich,Switzerland,CH,['hgkz.ch'],['http://www.hgkz.ch/'],1,ch,
International Culinary Institute (ICI),Switzerland,CH,['ici-luzern.com'],['http://www.ici-luzern.com/'],1,com,
International Hotel Management Institute,Switzerland,CH,['imi-luzern.com'],['http://www.imi-luzern.com/'],1,com,
International School of Business Management,Switzerland,CH,['isbm-school.com'],['http://www.isbm-school.com/'],1,com,
International University in Geneva,Switzerland,CH,['iun.ch'],['http://www.iun.ch/'],1,ch,
Les Roches International School of Hotel Management,Switzerland,CH,['lesroches.edu'],['http://www.lesroches.edu/'],1,edu,
Les Roches Gruyère University of Applied Sciences,Switzerland,CH,['lrguas.ch'],['http://www.lrguas.ch/'],1,ch,
Fachhochschule Pur,Switzerland,CH,['phw.info'],['http://www.phw.info/'],1,info,
Swiss Business School Zurich (SBS),Switzerland,CH,['sbs.edu'],['http://www.sbs.edu/'],1,edu,
Swiss Management Center,Switzerland,CH,['swissmc.ch'],['http://www.swissmc.ch/'],1,ch,
University of Switzerland,Switzerland,CH,['swissu.org'],['http://www.swissu.org/'],1,org,
"University Center ""César Ritz""",Switzerland,CH,['uccr.edu'],['http://www.uccr.edu/'],1,edu,
Libera Università degli Studi di Scienze Umane e Tecnologiche,Switzerland,CH,['uniludes.ch'],['http://www.uniludes.ch/'],1,ch,
Victoria University,Switzerland,CH,['victoria-uni.ch'],['http://www.victoria-uni.ch/'],1,ch,
Webster University Geneva,Switzerland,CH,['webster.ch'],['http://www.webster.ch/'],1,ch,
Zurich University of Applied Sciences Winterthur,Switzerland,CH,['zhwin.ch'],['http://www.zhwin.ch/'],1,ch,
EPFL - EPF Lausanne,Switzerland,CH,"['epfl.ch', 'epfl.edu']","['http://www.epfl.ch/', 'http://www.epfl.edu/']",2,ch,
ETHZ - ETH Zurich,Switzerland,CH,"['ethz.ch', 'eth.edu']","['http://www.ethz.ch/', 'http://www.eth.edu/']",2,ch,
Universita della Svizzera Italiana,Switzerland,CH,['usi.ch'],['http://www.usi.ch/'],1,ch,
University of Basel,Switzerland,CH,['unibas.ch'],['http://www.unibas.ch/'],1,ch,
University of Fribourg,Switzerland,CH,['unifr.ch'],['http://www.unifr.ch/'],1,ch,
University of Geneva,Switzerland,CH,['unige.ch'],['http://www.unige.ch/'],1,ch,
Universität Zürich,Switzerland,CH,"['uzh.ch', 'unizh.ch']",['https://www.uzh.ch/'],2,ch,
Universität Bern,Switzerland,CH,['unibe.ch'],['http://www.unibe.ch/'],1,ch,
Universität Luzern,Switzerland,CH,['unilu.ch'],['http://www.unilu.ch/'],1,ch,
Universität St. Gallen (HSG),Switzerland,CH,"['unisg.ch', 'student.unisg.ch']",['http://www.unisg.ch/'],2,ch,
Université de Lausanne,Switzerland,CH,['unil.ch'],['http://www.unil.ch/'],1,ch,
Université de Neuchâtel,Switzerland,CH,['unine.ch'],['http://www.unine.ch/'],1,ch,
BFH - Bern University of Applied Sciences,Switzerland,CH,['bfh.ch'],['http://www.bfh.ch/'],1,ch,
FFHS - Fernfachhochschule Schweiz,Switzerland,CH,['ffhs.ch'],['http://www.ffhs.ch/'],1,ch,
FHNW - Fachhochschule Nordwestschweiz,Switzerland,CH,['fhnw.ch'],['http://www.fhnw.ch/'],1,ch,
FHS St.Gallen,Switzerland,CH,['fhsg.ch'],['http://www.fhsg.ch/'],1,ch,
HEP Vaud - Haute école pédagogique du canton de Vaud,Switzerland,CH,['hepl.ch'],['http://www.hepl.ch/'],1,ch,
HEP-BEJUNE - Haute Ecole Pédagogique BEJUNE,Switzerland,CH,['hep-bejune.ch'],['http://www.hep-bejune.ch/'],1,ch,
HEP-PH FR - University of Teacher Education Fribourg,Switzerland,CH,['edufr.ch'],['http://www.edufr.ch/'],1,ch,
HEPVS - Haute école pédagogique du Valais,Switzerland,CH,['hepvs.ch'],['http://www.hepvs.ch/'],1,ch,
HES-SO : UAS Western Switzerland,Switzerland,CH,['hes-so.ch'],['http://www.hes-so.ch/'],1,ch,
HfH – University of Applied Sciences of Special Needs Education,Switzerland,CH,['hfh.ch'],['http://www.hfh.ch/'],1,ch,
Hochschule Luzern,Switzerland,CH,['hslu.ch'],['https://www.hslu.ch/'],1,ch,
HSR - Hochschule für Technik Rapperswil,Switzerland,CH,['hsr.ch'],['http://www.hsr.ch/'],1,ch,
HTW Chur - University of Applied Sciences HTW Chur,Switzerland,CH,['fh-htwchur.ch'],['http://www.fh-htwchur.ch/'],1,ch,
HWZ - University of Applied Sciences in Business Administration Zurich,Switzerland,CH,['fh-hwz.ch'],['http://www.fh-hwz.ch/'],1,ch,
NTB - Hochschule für Technik Buchs,Switzerland,CH,['ntb.ch'],['http://www.ntb.ch/'],1,ch,
PH Zug - Pädagogische Hochschule Zug,Switzerland,CH,['phzg.ch'],['http://www.phzg.ch/'],1,ch,
PH Zürich - Pädagogische Hochschule Zürich,Switzerland,CH,['phzh.ch'],['http://www.phzh.ch/'],1,ch,
PHBern - University of Teacher Education Bern,Switzerland,CH,['phbern.ch'],['http://www.phbern.ch/'],1,ch,
PHGR - University of Teacher Education Graubünden,Switzerland,CH,['ph-gr.ch'],['http://www.ph-gr.ch/'],1,ch,
PHLU - University of Teacher Education Lucerne,Switzerland,CH,['phlu.ch'],['http://www.phlu.ch/'],1,ch,
PHSG - Pädagogische Hochschule St.Gallen,Switzerland,CH,['phsg.ch'],['http://www.phsg.ch/'],1,ch,
PHSZ - University of Teacher Education Schwyz,Switzerland,CH,['phsz.ch'],['http://www.phsz.ch/'],1,ch,
PHTG - Pädagogische Hochschule Thurgau,Switzerland,CH,['phtg.ch'],['http://www.phtg.ch/'],1,ch,
SUPSI - University of Applied Sciences Southern Switzerland,Switzerland,CH,['supsi.ch'],['http://www.supsi.ch/'],1,ch,
ZHAW - Zürcher Hochschule für Angewandte Wissenschaften,Switzerland,CH,['zhaw.ch'],['http://www.zhaw.ch/'],1,ch,
ZHdK - Zurich University of the Arts,Switzerland,CH,['zhdk.ch'],['http://www.zhdk.ch/'],1,ch,
CHUV - University Hospital Lausanne,Switzerland,CH,['chuv.ch'],['http://www.chuv.ch/'],1,ch,
HUG - Univ. Hospitals of Geneva,Switzerland,CH,['hcuge.ch'],['http://www.hcuge.ch/'],1,ch,
Insel Gruppe,Switzerland,CH,['insel.ch'],['http://www.insel.ch/'],1,ch,
University Hospital Zurich,Switzerland,CH,['unispital.ch'],['http://www.unispital.ch/'],1,ch,
Institut Le Rosey,Switzerland,CH,['rosey.ch'],['http://www.rosey.ch/'],1,ch,
Arab European University,Syrian Arab Republic,SY,['aiu.edu.sy'],['http://www.aiu.edu.sy/'],1,sy,
Al-Baath University,Syrian Arab Republic,SY,['albaath-univ.edu.sy'],['http://www.albaath-univ.edu.sy/'],1,sy,
University of Aleppo,Syrian Arab Republic,SY,['alepuniv.edu.sy'],['http://www.alepuniv.edu.sy/'],1,sy,
Damascus University,Syrian Arab Republic,SY,['damascusuniversity.edu.sy'],['http://www.damascusuniversity.edu.sy/'],1,sy,
Higher Institute of Business Administration,Syrian Arab Republic,SY,['hiba.edu.sy'],['http://www.hiba.edu.sy/'],1,sy,
Ittihad Private University,Syrian Arab Republic,SY,['ipu.edu.sy'],['http://www.ipu.edu.sy/'],1,sy,
International University for Science & Technology,Syrian Arab Republic,SY,['iust.edu.sy'],['http://www.iust.edu.sy/'],1,sy,
Mamoun Private University for Science and Technology,Syrian Arab Republic,SY,['must.edu.sy'],['http://www.must.edu.sy/'],1,sy,
Syrian International Private University for Science & Technology,Syrian Arab Republic,SY,['siust.edu.sy'],['http://www.siust.edu.sy/'],1,sy,
Syrian Virtual University,Syrian Arab Republic,SY,['svuonline.org'],['http://www.svuonline.org/'],1,org,
Tishreen University,Syrian Arab Republic,SY,['tishreen.edu.sy'],['http://www.tishreen.edu.sy/'],1,sy,
University of Kalamoon,Syrian Arab Republic,SY,['uok.edu.sy'],['http://www.uok.edu.sy/'],1,sy,
Wadi International University,Syrian Arab Republic,SY,['wiu.edu.sy'],['http://www.wiu.edu.sy/'],1,sy,
Al-Wataniya Private University,Syrian Arab Republic,SY,['wpu.edu.sy'],['http://www.wpu.edu.sy/'],1,sy,
Yarmouk Private University,Syrian Arab Republic,SY,['ypu.edu.sy'],['http://www.ypu.edu.sy/'],1,sy,
Aletheia University,"Taiwan, Province of China",TW,['au.edu.tw'],['http://www.au.edu.tw/'],1,tw,
National Chung Cheng University,"Taiwan, Province of China",TW,['ccu.edu.tw'],['http://www.ccu.edu.tw/'],1,tw,
Chang Gung University,"Taiwan, Province of China",TW,['cgu.edu.tw'],['http://www.cgu.edu.tw/'],1,tw,
Chia Nana College of Pharmacy and Science,"Taiwan, Province of China",TW,['chna.edu.tw'],['http://www.chna.edu.tw/'],1,tw,
Chung Hua University,"Taiwan, Province of China",TW,['chu.edu.tw'],['http://www.chu.edu.tw/'],1,tw,
Chang Jung University,"Taiwan, Province of China",TW,['cju.edu.tw'],['http://www.cju.edu.tw/'],1,tw,
Ching Kuo Institue of Management & Health,"Taiwan, Province of China",TW,['cku.edu.tw'],['http://www.cku.edu.tw/'],1,tw,
China Medical College,"Taiwan, Province of China",TW,['cmc.edu.tw'],['http://www.cmc.edu.tw/'],1,tw,
Central Police University,"Taiwan, Province of China",TW,['cpu.edu.tw'],['http://www.cpu.edu.tw/'],1,tw,
Chung Shan Medical and Dental College,"Taiwan, Province of China",TW,['csmc.edu.tw'],['http://www.csmc.edu.tw/'],1,tw,
Chung Yuan Christian University,"Taiwan, Province of China",TW,['cycu.edu.tw'],['http://www.cycu.edu.tw/'],1,tw,
Chao Yang University of Science and Technology,"Taiwan, Province of China",TW,['cyut.edu.tw'],['http://www.cyut.edu.tw/'],1,tw,
Da-Yeh University,"Taiwan, Province of China",TW,['dyu.edu.tw'],['http://www.dyu.edu.tw/'],1,tw,
National Cheng Kung University,"Taiwan, Province of China",TW,['english.web.ncku.edu.tw'],['http://english.web.ncku.edu.tw/'],1,tw,
Feng Chia University,"Taiwan, Province of China",TW,['fcu.edu.tw'],['http://www.fcu.edu.tw/'],1,tw,
Fu Jen Catholic University,"Taiwan, Province of China",TW,['fju.edu.tw'],['http://www.fju.edu.tw/'],1,tw,
Hsuan Chuang University,"Taiwan, Province of China",TW,['hcu.edu.tw'],['http://www.hcu.edu.tw/'],1,tw,
Huafan University,"Taiwan, Province of China",TW,['hfu.edu.tw'],['http://www.hfu.edu.tw/'],1,tw,
I-Shou University,"Taiwan, Province of China",TW,['isu.edu.tw'],['http://www.isu.edu.tw/'],1,tw,
Kaohsiung Medical College,"Taiwan, Province of China",TW,['kmc.edu.tw'],['http://www.kmc.edu.tw/'],1,tw,
Kung Shan Institute of Technology,"Taiwan, Province of China",TW,['ksit.edu.tw'],['http://www.ksit.edu.tw/'],1,tw,
Kun Shan University,"Taiwan, Province of China",TW,['ksu.edu.tw'],['http://www.ksu.edu.tw/'],1,tw,
LungHwa University of Science and Technology,"Taiwan, Province of China",TW,['lhu.edu.tw'],['http://www.lhu.edu.tw/'],1,tw,
Ling Tung University,"Taiwan, Province of China",TW,['ltc.edu.tw'],['http://www.ltc.edu.tw/'],1,tw,
Ming Chuan University,"Taiwan, Province of China",TW,['mcu.edu.tw'],['http://www.mcu.edu.tw/'],1,tw,
National Chengchi University,"Taiwan, Province of China",TW,['nccu.edu.tw'],['http://www.nccu.edu.tw/'],1,tw,
"National Chung Hsing University, Taichung","Taiwan, Province of China",TW,['nchu.edu.tw'],['http://www.nchu.edu.tw/'],1,tw,
"National Chung Hsing University, Taipei","Taiwan, Province of China",TW,['nchulc.edu.tw'],['http://www.nchulc.edu.tw/'],1,tw,
National Chi Nan University,"Taiwan, Province of China",TW,['ncnu.edu.tw'],['http://www.ncnu.edu.tw/'],1,tw,
National College of Physical Education and Sports,"Taiwan, Province of China",TW,['ncpes.edu.tw'],['http://www.ncpes.edu.tw/'],1,tw,
National Central University,"Taiwan, Province of China",TW,['ncu.edu.tw'],['http://www.ncu.edu.tw/'],1,tw,
National Changhua University of Education,"Taiwan, Province of China",TW,['ncue.edu.tw'],['http://www.ncue.edu.tw/'],1,tw,
National Chiayi University,"Taiwan, Province of China",TW,['ncyu.edu.tw'],['http://www.ncyu.edu.tw/'],1,tw,
National Dong Hwa University,"Taiwan, Province of China",TW,['ndhu.edu.tw'],['http://www.ndhu.edu.tw/'],1,tw,
National Formosa University,"Taiwan, Province of China",TW,['nfu.edu.tw'],['http://www.nfu.edu.tw/'],1,tw,
National Hsin-Chu Teachers College,"Taiwan, Province of China",TW,['nhctc.edu.tw'],['http://www.nhctc.edu.tw/'],1,tw,
National Hualien Teachers College,"Taiwan, Province of China",TW,['nhltc.edu.tw'],['http://www.nhltc.edu.tw/'],1,tw,
Nanhua University,"Taiwan, Province of China",TW,['nhu.edu.tw'],['http://www.nhu.edu.tw/'],1,tw,
National Institute of the Arts,"Taiwan, Province of China",TW,['nia.edu.tw'],['http://www.nia.edu.tw/'],1,tw,
National Ilan University,"Taiwan, Province of China",TW,['niu.edu.tw'],['http://www.niu.edu.tw/'],1,tw,
National Kaohsiung University of Science and Technology,"Taiwan, Province of China",TW,['nkust.edu.tw'],['https://www.nkust.edu.tw/'],1,tw,
National Kaohsiung Normal University,"Taiwan, Province of China",TW,['nknu.edu.tw'],['http://www.nknu.edu.tw/'],1,tw,
National Open University,"Taiwan, Province of China",TW,['nou.edu.tw'],['http://www.nou.edu.tw/'],1,tw,
National Pingtung Teachers College,"Taiwan, Province of China",TW,['npttc.edu.tw'],['http://www.npttc.edu.tw/'],1,tw,
National Pingtung University of Science and Technology,"Taiwan, Province of China",TW,['npust.edu.tw'],['http://www.npust.edu.tw/'],1,tw,
National Sun Yat-Sen University,"Taiwan, Province of China",TW,['nsysu.edu.tw'],['http://www.nsysu.edu.tw/'],1,tw,
National Taiwan College of the Arts,"Taiwan, Province of China",TW,['ntca.edu.tw'],['http://www.ntca.edu.tw/'],1,tw,
National Taipei College of Nursing,"Taiwan, Province of China",TW,['ntcn.edu.tw'],['http://www.ntcn.edu.tw/'],1,tw,
National Taiwan College of Physical Education and Sports,"Taiwan, Province of China",TW,['ntcpe.edu.tw'],['http://www.ntcpe.edu.tw/'],1,tw,
National Taichung Teachers College,"Taiwan, Province of China",TW,['ntctc.edu.tw'],['http://www.ntctc.edu.tw/'],1,tw,
National Tsinghua University,"Taiwan, Province of China",TW,['nthu.edu.tw'],['http://www.nthu.edu.tw/'],1,tw,
National Tainan Teachers College,"Taiwan, Province of China",TW,['ntntc.edu.tw'],['http://www.ntntc.edu.tw/'],1,tw,
National Taiwan Normal University,"Taiwan, Province of China",TW,['ntnu.edu.tw'],['http://www.ntnu.edu.tw/'],1,tw,
National Taiwan Ocean University,"Taiwan, Province of China",TW,['ntou.edu.tw'],['http://www.ntou.edu.tw/'],1,tw,
National Taipei Teachers College,"Taiwan, Province of China",TW,['ntptc.edu.tw'],['http://www.ntptc.edu.tw/'],1,tw,
National Taipei University,"Taiwan, Province of China",TW,['ntpu.edu.tw'],['http://www.ntpu.edu.tw/'],1,tw,
National Taitung Teachers College,"Taiwan, Province of China",TW,['ntttc.edu.tw'],['http://www.ntttc.edu.tw/'],1,tw,
National Taiwan University,"Taiwan, Province of China",TW,['ntu.edu.tw'],['http://www.ntu.edu.tw/'],1,tw,
National Taiwan University of Science and Technology,"Taiwan, Province of China",TW,"['ntust.edu.tw', 'gapps.ntust.edu.tw']",['http://www.ntust.edu.tw/'],2,tw,
National Taipei University of Technology,"Taiwan, Province of China",TW,['ntut.edu.tw'],['http://www.ntut.edu.tw/'],1,tw,
National University of Kaohsiung,"Taiwan, Province of China",TW,['nuk.edu.tw'],['http://www.nuk.edu.tw/'],1,tw,
National United University,"Taiwan, Province of China",TW,['nuu.edu.tw'],['http://www.nuu.edu.tw/'],1,tw,
Kaohsuing Open University,"Taiwan, Province of China",TW,['ouk.edu.tw'],['http://www.ouk.edu.tw/'],1,tw,
Chinese Culture University,"Taiwan, Province of China",TW,['pccu.edu.tw'],['http://www.pccu.edu.tw/'],1,tw,
Providence University,"Taiwan, Province of China",TW,['pu.edu.tw'],['http://www.pu.edu.tw/'],1,tw,
Shih Chien University,"Taiwan, Province of China",TW,['scc.edu.tw'],['http://www.scc.edu.tw/'],1,tw,
Soochow University,"Taiwan, Province of China",TW,['scu.edu.tw'],['http://www.scu.edu.tw/'],1,tw,
Shih Hsin University,"Taiwan, Province of China",TW,['shu.edu.tw'],['http://www.shu.edu.tw/'],1,tw,
St. John's & St. Mary's Institute of Technology,"Taiwan, Province of China",TW,['sjsmit.edu.tw'],['http://www.sjsmit.edu.tw/'],1,tw,
Southern Taiwan University of Technology,"Taiwan, Province of China",TW,['stut.edu.tw'],['http://www.stut.edu.tw/'],1,tw,
Tzu Chi College of Medicine and Humanities,"Taiwan, Province of China",TW,['tcu.edu.tw'],['http://www.tcu.edu.tw/'],1,tw,
TaiChung Healthcare and Management University,"Taiwan, Province of China",TW,['thmu.edu.tw'],['http://www.thmu.edu.tw/'],1,tw,
Tunghai University,"Taiwan, Province of China",TW,['thu.edu.tw'],['http://www.thu.edu.tw/'],1,tw,
Tamkang University,"Taiwan, Province of China",TW,['tku.edu.tw'],['http://www.tku.edu.tw/'],1,tw,
Taipei Medical College,"Taiwan, Province of China",TW,['tmc.edu.tw'],['http://www.tmc.edu.tw/'],1,tw,
Taipei Municipal Teachers College,"Taiwan, Province of China",TW,['tmtc.edu.tw'],['http://www.tmtc.edu.tw/'],1,tw,
Tainan National College of the Arts,"Taiwan, Province of China",TW,['tnca.edu.tw'],['http://www.tnca.edu.tw/'],1,tw,
Taipei Physical Education College,"Taiwan, Province of China",TW,['tpec.edu.tw'],['http://www.tpec.edu.tw/'],1,tw,
Tatung Institute of Technology,"Taiwan, Province of China",TW,['ttit.edu.tw'],['http://www.ttit.edu.tw/'],1,tw,
TaTung University,"Taiwan, Province of China",TW,['ttu.edu.tw'],['http://www.ttu.edu.tw/'],1,tw,
National Yang Ming Chiao Tung University,"Taiwan, Province of China",TW,['nycu.edu.tw'],['https://www.nycu.edu.tw/'],1,tw,
National Yunlin University of Science and Technology,"Taiwan, Province of China",TW,['yuntech.edu.tw'],['http://www.yuntech.edu.tw/'],1,tw,
Yuan Ze University,"Taiwan, Province of China",TW,['yzu.edu.tw'],['http://www.yzu.edu.tw/'],1,tw,
Tajik Agrarian University,Tajikistan,TJ,['tajagroun.tj'],['http://www.tajagroun.tj/'],1,tj,
Tajik National University,Tajikistan,TJ,['tgnu.tarena.tj'],['http://tgnu.tarena.tj/'],1,tj,
Tajikistan International University,Tajikistan,TJ,['tiu.tj'],['http://www.tiu.tj/'],1,tj,
African Virtual University,"Tanzania, United Republic of",TZ,['avu.org'],['http://www.avu.org/'],1,org,
Dares Salaam Institute of Technology,"Tanzania, United Republic of",TZ,['dit.ac.tz'],['http://www.dit.ac.tz/'],1,tz,
Hubert Kairuki Memorial University,"Tanzania, United Republic of",TZ,['hkmu.ac.tz'],['http://www.hkmu.ac.tz/'],1,tz,
Institute of Accountancy Arusha,"Tanzania, United Republic of",TZ,['iaa.ac.tz'],['http://www.iaa.ac.tz/'],1,tz,
Institute of Finance Management,"Tanzania, United Republic of",TZ,['ifm.ac.tz'],['http://www.ifm.ac.tz/'],1,tz,
International Medical & Technological University,"Tanzania, United Republic of",TZ,['imtu.edu'],['http://www.imtu.edu/index.htm'],1,edu,
Kilimanjaro Christian Medical College,"Tanzania, United Republic of",TZ,['kcmc.ac.tz'],['http://www.kcmc.ac.tz/'],1,tz,
Mount Meru University,"Tanzania, United Republic of",TZ,['mmu.ac.tz'],['http://www.mmu.ac.tz/'],1,tz,
Mwalimu Nyerere Memorial Academy,"Tanzania, United Republic of",TZ,['mnma.ac.tz'],['http://www.mnma.ac.tz/'],1,tz,
Moshi University College of Cooperative and Business Studies,"Tanzania, United Republic of",TZ,['muccobs.ac.tz'],['http://www.muccobs.ac.tz/'],1,tz,
Muhimbili University of Health and Allied Sciences (MUHAS),"Tanzania, United Republic of",TZ,['muchs.ac.tz'],['http://www.muchs.ac.tz/'],1,tz,
Mzumbe University (Chuo Kikuu Mzumbe),"Tanzania, United Republic of",TZ,['mzumbe.ac.tz'],['http://www.mzumbe.ac.tz/'],1,tz,
Open University of Tanzania,"Tanzania, United Republic of",TZ,['out.ac.tz'],['http://www.out.ac.tz/'],1,tz,
St. Augustine University of Tanzania,"Tanzania, United Republic of",TZ,['saut.ac.tz'],['http://www.saut.ac.tz/'],1,tz,
Sebatian Kolowa University College,"Tanzania, United Republic of",TZ,['sekuco.org'],['http://www.sekuco.org/'],1,org,
St. Joseph Group of Institutes,"Tanzania, United Republic of",TZ,['stjosephtanzania.com'],['http://www.stjosephtanzania.com/sjcet/index.html'],1,com,
Sokoine University of Agriculture,"Tanzania, United Republic of",TZ,['suanet.ac.tz'],['http://www.suanet.ac.tz/'],1,tz,
Tumaini University - Iringa University College,"Tanzania, United Republic of",TZ,['tumaini.ac.tz'],['http://www.tumaini.ac.tz/'],1,tz,
University of Dodoma,"Tanzania, United Republic of",TZ,['udom.ac.tz'],['http://www.udom.ac.tz/'],1,tz,
University of Dar Es Salaam,"Tanzania, United Republic of",TZ,['udsm.ac.tz'],['http://www.udsm.ac.tz/'],1,tz,
Asian Institute of Technology,Thailand,TH,['ait.ac.th'],['https://www.ait.ac.th/'],1,th,
Asia-Pacific International University,Thailand,TH,['apiu.edu'],['https://www.apiu.edu/'],1,edu,
Phranakhon Si Ayutthaya Rajabhat University,Thailand,TH,['aru.ac.th'],['https://www.aru.ac.th/'],1,th,
Asian University of Science and Technology,Thailand,TH,['asianust.ac.th'],['http://www.asianust.ac.th/'],1,th,
Assumption University of Thailand,Thailand,TH,['au.edu'],['https://www.au.edu/'],1,edu,
Bangkok University,Thailand,TH,['bu.ac.th'],['https://www.bu.ac.th/'],1,th,
Burapha University,Thailand,TH,['buu.ac.th'],['https://www.buu.ac.th/'],1,th,
Chiang Mai University,Thailand,TH,['chiangmai.ac.th'],['https://www.chiangmai.ac.th/'],1,th,
"Rajamangala University of Technology, Lanna Chiang Rai",Thailand,TH,['chiangraicampus.rmutl.ac.th'],['http://chiangraicampus.rmutl.ac.th/'],1,th,
Chulalongkorn University,Thailand,TH,['chula.ac.th'],['https://www.chula.ac.th/'],1,th,
Chiang Mai Rajabhat University,Thailand,TH,['cmru.ac.th'],['https://www.cmru.ac.th/'],1,th,
Chiang Mai Vocational College,Thailand,TH,['cmvc.ac.th'],['http://www.cmvc.ac.th/'],1,th,
Chaopraya University,Thailand,TH,['cpu.ac.th'],['http://www.cpu.ac.th/'],1,th,
Dhurakijpundit University,Thailand,TH,['dpu.ac.th'],['https://www.dpu.ac.th/'],1,th,
Suan Dusit Rajabhat University,Thailand,TH,['dusit.ac.th'],['http://www.dusit.ac.th/'],1,th,
Eastern Asia University,Thailand,TH,['eau.ac.th'],['https://www.eau.ac.th/'],1,th,
Asian University,Thailand,TH,['efau.org'],['http://www.asianu.ac.th/'],1,org,
Huachiew Chalermprakiet University,Thailand,TH,['hcu.ac.th'],['https://www.hcu.ac.th/'],1,th,
Hatyai University,Thailand,TH,['hu.ac.th'],['http://www.hu.ac.th/'],1,th,
International Buddhist College,Thailand,TH,['ibc.ac.th'],['https://www.ibc.ac.th/'],1,th,
Kasem Bundit University,Thailand,TH,['kbu.ac.th'],['https://www.kbu.ac.th/'],1,th,
Khon Kaen University,Thailand,TH,['kku.ac.th'],['https://www.kku.ac.th/'],1,th,
